slug,name,country,kind,province,lat,lon,pop2024,pop,region,netmig_rate,income_class,rotation_deg,erank,erank_norm,erank_l1,k90,erank_unrotated,orient_entropy,orient_order,grid_share,straightness,block_m,intersection_km2,four_way_share,deadend_share,street_km,n_ways,flag
w-mz-matola,Matola,Mozambique,world,,-25.96222,32.45889,,1198988,Africa,,,61.5,79.1,139.5,676.6,352,149.7,3.36,0.193,0.57,0.958,nan,52.2,0.173,0.129,232.5,1810,
w-pe-arequipa,Arequipa,Peru,world,,-16.39899,-71.53747,,1195700,South America,,,52.5,98.4,292.4,763.3,447,116.6,3.547,0.033,0.271,0.975,333.0,129.1,0.273,0.084,451.0,6604,
w-mr-nouakchott,Nouakchott,Mauritania,world,,18.08581,-15.9785,,1184530,Africa,,,56.5,59.3,153.7,751.9,437,89.0,3.421,0.143,0.301,0.975,69.0,185.1,0.221,0.016,495.4,6287,
w-cd-kisangani,Kisangani,Democratic Republic of the Congo,world,,0.51528,25.19099,,1181788,Africa,,,84.5,114.2,178.0,734.0,413,138.1,3.355,0.197,0.454,0.961,nan,58.9,0.238,0.167,283.4,2550,
w-ru-omsk,Omsk,Russia,world,,54.99244,73.36859,,1172070,Europe,,,84.5,105.5,126.4,712.5,396,124.5,3.271,0.264,0.464,0.987,114.0,37.8,0.335,0.176,230.2,2384,
w-sn-pikine,Pikine,Senegal,world,,14.76457,-17.39071,,1170791,Africa,,,36.5,44.4,179.7,739.9,419,62.9,3.5,0.075,0.377,0.978,125.0,271.5,0.229,0.044,616.2,6786,
w-ru-samara,Samara,Russia,world,,53.20767,50.13553,,1163399,Europe,,,53.5,66.9,74.5,517.1,274,283.0,3.326,0.22,0.549,0.979,128.0,19.8,0.376,0.132,155.1,1587,norm_short
w-ng-aba,Aba,Nigeria,world,,5.10658,7.36667,,1160000,Africa,,,5.5,66.5,117.5,757.7,442,120.9,3.559,0.022,0.309,0.954,83.0,107.2,0.168,0.16,417.7,4019,
w-gb-birmingham,Birmingham,United Kingdom,world,,52.48142,-1.89983,,1157603,Europe,,,28.5,110.7,279.4,767.5,451,122.4,3.567,0.015,0.273,0.959,357.0,114.3,0.156,0.253,404.0,6548,
w-dk-copenhagen,Copenhagen,Denmark,world,,55.67594,12.56553,,1153615,Europe,,,24.5,117.5,251.3,746.4,430,146.2,3.57,0.012,0.296,0.975,357.0,95.3,0.317,0.11,357.0,6416,
w-bg-sofia,Sofia,Bulgaria,world,,42.69751,23.32415,,1152556,Europe,,,12.5,72.9,202.4,749.7,433,110.6,3.534,0.045,0.347,0.993,78.0,96.6,0.402,0.075,404.1,8616,
w-mx-monterrey,Monterrey,Mexico,world,,25.68435,-100.31721,,1135512,North America,,,6.5,37.6,83.3,616.3,278,68.6,3.039,0.434,0.794,0.991,96.0,123.2,0.523,0.044,514.0,4458,
w-rw-kigali,Kigali,Rwanda,world,,-1.94995,30.05885,,1132686,Africa,,,21.5,166.5,241.4,761.6,446,182.6,3.574,0.009,0.276,0.904,98.0,46.0,0.167,0.218,250.4,2281,
w-ru-rostov-on-don,Rostov-on-Don,Russia,world,,47.21997,39.70769,,1130305,Europe,,,73.5,49.2,87.0,622.2,302,168.8,3.255,0.277,0.595,0.969,227.0,47.3,0.349,0.086,275.7,2245,
w-sn-touba,Touba,Senegal,world,,14.86229,-15.87532,,1120824,Africa,,,71.5,35.0,78.0,619.6,275,68.5,2.783,0.596,0.801,0.985,61.0,211.1,0.313,0.009,618.4,5391,
w-ru-ufa,Ufa,Russia,world,,54.74306,55.96779,,1120547,Europe,,,15.5,71.6,112.2,705.3,383,259.0,3.38,0.177,0.467,0.966,200.0,21.9,0.292,0.173,167.9,1409,norm_short
w-mw-lilongwe,Lilongwe,Malawi,world,,-13.96692,33.78725,,1115815,Africa,,,29.5,183.4,253.8,739.9,421,252.7,3.544,0.036,0.314,0.846,357.0,28.0,0.074,0.134,184.1,1488,norm_short
w-ng-maiduguri,Maiduguri,Nigeria,world,,11.84692,13.15712,,1110000,Africa,,,67.5,108.2,240.4,743.4,421,137.7,3.382,0.175,0.422,0.965,81.0,82.3,0.263,0.08,355.7,2622,
w-tz-mwanza,Mwanza,Tanzania,world,,-2.51667,32.9,,1104521,Africa,,,17.5,186.1,204.6,702.7,394,211.7,3.545,0.035,0.325,0.891,357.0,30.9,0.06,0.24,155.4,1285,norm_short
w-ru-krasnoyarsk,Krasnoyarsk,Russia,world,,56.03742,92.93136,,1090811,Europe,,,47.5,56.4,56.8,543.3,280,215.5,3.24,0.288,0.571,0.974,263.0,10.7,0.209,0.092,99.0,1348,norm_short
w-no-oslo,Oslo,Norway,world,,59.91273,10.74609,,1082575,Europe,,,25.5,93.5,220.6,704.0,394,117.3,3.56,0.022,0.273,0.967,294.0,89.6,0.331,0.119,329.2,5578,
w-ng-ilorin,Ilorin,Nigeria,world,,8.49664,4.54214,,1080000,Africa,,,8.5,139.5,268.1,752.5,433,148.4,3.431,0.134,0.379,0.928,312.0,75.0,0.086,0.2,332.9,3034,
w-pe-trujillo,Trujillo,Peru,world,,-8.11599,-79.02998,,1067700,South America,,,40.5,57.5,166.3,701.4,374,110.1,3.339,0.21,0.513,0.988,132.0,157.7,0.323,0.06,497.5,5685,
w-za-gqeberha,Gqeberha,South Africa,world,,-33.96109,25.61494,,1050078,Africa,,,65.5,94.4,166.2,636.9,354,176.0,3.501,0.074,0.335,0.953,172.0,54.2,0.274,0.087,241.0,2370,
w-ru-voronezh,Voronezh,Russia,world,,51.66833,39.19204,,1047549,Europe,,,85.5,187.7,276.7,775.5,464,219.5,3.499,0.076,0.17,0.972,nan,37.0,0.295,0.129,223.5,1953,
w-ng-sokoto,Sokoto,Nigeria,world,,13.06269,5.24322,,1040000,Africa,,,0.5,89.6,235.7,732.5,412,88.8,3.441,0.126,0.368,0.935,77.0,120.7,0.116,0.124,395.8,4246,
w-ng-jos,Jos,Nigeria,world,,9.92849,8.89212,,1040000,Africa,,,8.5,103.5,216.8,752.0,434,116.1,3.502,0.073,0.362,0.909,357.0,97.6,0.144,0.265,370.7,3095,
w-ma-tangier,Tangier,Morocco,world,,35.76727,-5.79975,,1035141,Africa,,,1.5,60.7,222.9,730.1,416,60.0,3.577,0.006,0.244,0.957,333.0,218.2,0.16,0.072,501.7,6978,
w-mx-mexicali,Mexicali,Mexico,world,,32.62781,-115.45446,,1032686,North America,,,89.5,48.5,106.6,670.7,341,49.0,2.93,0.506,0.625,0.993,192.0,118.3,0.37,0.071,500.3,4204,
w-cg-pointe-noire,Pointe-Noire,Republic of the Congo,world,,-4.77609,11.86352,,1032000,Africa,,,47.5,84.6,180.4,721.9,409,87.3,3.457,0.112,0.344,0.989,208.0,124.3,0.337,0.127,402.3,3313,
w-br-maceio,Maceio,Brazil,world,,-9.66583,-35.73528,,1031597,South America,,,0.5,92.0,192.6,656.8,372,91.9,3.423,0.141,0.32,0.975,357.0,76.5,0.249,0.117,282.4,2888,
w-br-campinas,Campinas,Brazil,world,,-22.90556,-47.06083,,1031554,South America,,,34.5,88.9,296.7,775.5,462,97.8,3.557,0.024,0.263,0.968,nan,144.3,0.326,0.034,517.8,6265,
w-de-koeln,Koeln,Germany,world,,50.93333,6.95,,1024621,Europe,,,33.5,120.6,289.5,775.2,463,102.5,3.556,0.025,0.215,0.983,125.0,105.3,0.27,0.082,371.7,8718,
w-ie-dublin,Dublin,Ireland,world,,53.33306,-6.24889,,1024027,Europe,,,6.5,108.2,252.4,759.4,443,118.2,3.56,0.022,0.29,0.957,179.0,103.8,0.155,0.252,371.7,7411,
w-be-brussels,Brussels,Belgium,world,,50.85045,4.34878,,1019022,Europe,,,18.5,64.6,242.7,758.5,441,81.2,3.558,0.023,0.304,0.984,nan,198.9,0.336,0.106,562.6,11839,
w-ca-ottawa,Ottawa,Canada,world,,45.41117,-75.69812,,1017449,North America,,,59.5,36.7,89.8,650.1,313,144.2,3.258,0.275,0.7,0.986,83.0,68.9,0.416,0.103,361.5,5604,
w-ru-volgograd,Volgograd,Russia,world,,48.71378,44.4976,,1013533,Europe,,,47.5,76.3,112.9,629.8,319,241.4,3.227,0.298,0.627,0.973,114.0,43.2,0.366,0.166,256.6,1720,
w-ca-edmonton,Edmonton,Canada,world,,53.55014,-113.46871,,1010899,North America,,,0.5,56.1,86.1,651.6,320,30.5,3.007,0.456,0.604,0.985,116.0,53.0,0.43,0.07,303.8,3956,
w-ua-odesa,Odesa,Ukraine,world,,46.48572,30.74383,,1010537,Europe,,,6.5,59.3,76.1,513.7,261,148.3,3.366,0.188,0.536,0.983,156.0,22.6,0.365,0.072,143.3,1283,norm_short
w-us-jacksonville,Jacksonville,United States,world,,30.33218,-81.65565,,1009833,North America,,,89.5,59.4,89.7,652.5,327,69.6,3.205,0.315,0.556,0.984,78.0,62.2,0.426,0.101,350.3,3422,
w-us-fort-worth,Fort Worth,United States,world,,32.72541,-97.32085,,1008106,North America,,,0.5,30.6,55.2,507.0,179,27.9,2.913,0.517,0.835,0.988,98.0,68.0,0.419,0.071,383.5,3533,
w-us-san-jose,San Jose,United States,world,,37.33939,-121.89496,,997368,North America,,,59.5,34.2,92.4,629.4,312,139.8,3.135,0.367,0.575,0.986,109.0,60.0,0.438,0.105,361.8,5724,
w-gt-guatemala-city,Guatemala City,Guatemala,world,,14.64072,-90.51327,,994938,North America,,,8.5,50.9,106.6,668.8,339,92.2,3.365,0.189,0.592,0.982,122.0,134.0,0.427,0.137,448.8,5881,
w-ru-perm,Perm,Russia,world,,58.01046,56.25017,,982419,Europe,,,62.5,80.3,89.4,613.6,313,211.4,3.348,0.203,0.623,0.976,238.0,26.1,0.367,0.173,180.5,1846,norm_short
w-ng-zaria,Zaria,Nigeria,world,,11.11128,7.7227,,980000,Africa,,,83.5,169.4,320.4,772.1,460,171.3,3.577,0.005,0.185,0.94,385.0,71.9,0.119,0.175,292.5,2982,
w-ve-ciudad-guayana,Ciudad Guayana,Venezuela,world,,8.35122,-62.64102,,978202,South America,,,74.5,60.2,164.8,745.6,428,107.4,3.539,0.04,0.349,0.98,85.0,112.1,0.342,0.08,448.8,3426,
w-us-austin,Austin,United States,world,,30.26715,-97.74306,,974447,North America,,,28.5,112.6,199.9,727.5,404,139.4,3.161,0.347,0.401,0.986,106.0,74.8,0.389,0.064,359.8,4585,
w-ni-managua,Managua,Nicaragua,world,,12.13282,-86.2504,,973087,North America,,,4.5,70.8,202.7,716.2,391,82.7,3.195,0.322,0.56,0.982,98.0,134.8,0.29,0.082,475.9,6113,
w-ua-dnipro,Dnipro,Ukraine,world,,48.46664,35.04066,,968502,Europe,,,19.5,80.6,130.3,649.3,352,264.1,3.299,0.242,0.406,0.97,263.0,28.0,0.335,0.131,193.7,1685,norm_short
w-ng-enugu,Enugu,Nigeria,world,,6.44132,7.49883,,950000,Africa,,,35.5,132.1,233.3,762.7,447,158.7,3.565,0.017,0.267,0.924,227.0,85.4,0.17,0.234,340.9,3636,
w-ar-rosario,Rosario,Argentina,world,,-32.94682,-60.63932,,948312,South America,,,11.5,22.0,37.5,432.3,108,123.2,2.12,0.889,0.874,0.997,132.0,46.0,0.72,0.018,249.8,2702,
w-jm-kingston,Kingston,Jamaica,world,,17.99702,-76.79358,,937700,North America,,,4.5,131.6,229.3,756.0,441,155.6,3.476,0.096,0.335,0.942,nan,73.5,0.173,0.202,320.2,3096,
w-mx-chihuahua,Chihuahua,Mexico,world,,28.63528,-106.08889,,925762,North America,,,32.5,47.7,168.2,731.9,413,87.9,3.37,0.185,0.357,0.982,60.0,157.5,0.436,0.082,561.1,4613,
w-br-sao-luis,Sao Luis,Brazil,world,,-2.52972,-44.30278,,917237,South America,,,8.5,93.2,148.6,673.1,369,93.3,3.509,0.067,0.425,0.965,385.0,73.1,0.248,0.105,260.8,3208,
w-co-cartagena,Cartagena,Colombia,world,,10.39817,-75.49328,,914552,South America,,,11.5,64.5,166.7,703.4,392,83.9,3.483,0.09,0.458,0.987,88.0,161.9,0.241,0.116,484.2,5623,
w-us-columbus,Columbus,United States,world,,39.96118,-82.99879,,913175,North America,,,3.5,56.2,117.1,664.4,338,96.5,2.753,0.613,0.47,0.99,116.0,57.6,0.415,0.075,370.0,4497,
w-us-charlotte,Charlotte,United States,world,,35.22709,-80.84313,,911311,North America,,,46.5,87.6,199.5,723.6,402,160.2,3.438,0.128,0.468,0.958,65.0,65.8,0.394,0.124,368.6,4073,
w-ng-warri,Warri,Nigeria,world,,5.51737,5.75006,,910000,Africa,,,11.5,131.3,177.0,642.8,384,159.3,3.556,0.024,0.305,0.941,70.0,41.0,0.073,0.231,197.8,1466,norm_short
w-it-naples,Naples,Italy,world,,40.85216,14.26811,,909048,Europe,,,82.5,82.6,164.6,711.5,401,118.8,3.518,0.059,0.296,0.925,357.0,81.4,0.223,0.216,322.1,4246,
w-br-campo-grande,Campo Grande,Brazil,world,,-20.44278,-54.64639,,906092,South America,,,28.5,66.1,137.8,698.3,375,106.2,3.393,0.166,0.472,0.993,79.0,98.7,0.424,0.034,389.1,2903,
w-bf-bobo-dioulasso,Bobo-Dioulasso,Burkina Faso,world,,11.18064,-4.29489,,904920,Africa,,,7.5,54.5,99.2,686.3,361,114.6,3.333,0.215,0.488,0.988,122.0,89.2,0.47,0.05,391.1,2196,
w-mw-blantyre,Blantyre,Malawi,world,,-15.78499,35.00854,,902588,Africa,,,0.5,202.6,253.3,754.6,439,205.9,3.558,0.023,0.332,0.903,nan,32.9,0.073,0.275,196.6,1952,norm_short
w-ua-donetsk,Donetsk,Ukraine,world,,48.023,37.80224,,901645,Europe,,,89.5,63.4,88.5,656.6,334,68.0,3.242,0.286,0.574,0.965,93.0,30.8,0.355,0.131,206.0,1544,
w-ru-krasnodar,Krasnodar,Russia,world,,45.04534,38.98178,,899541,Europe,,,12.5,50.0,76.5,641.1,322,159.6,3.131,0.37,0.576,0.987,172.0,43.7,0.434,0.1,263.4,3576,
w-br-natal,Natal,Brazil,world,,-5.795,-35.20944,,896708,South America,,,20.5,42.9,113.9,687.7,357,126.3,3.171,0.34,0.534,0.989,nan,118.9,0.256,0.071,348.6,4202,
w-mx-cancun,Cancun,Mexico,world,,21.17429,-86.84656,,888797,North America,,,62.5,26.0,64.9,594.2,271,73.0,2.849,0.557,0.693,0.986,132.0,182.3,0.382,0.055,616.0,5495,
w-us-indianapolis,Indianapolis,United States,world,,39.76838,-86.15804,,887642,North America,,,89.5,49.9,88.9,597.1,250,50.2,2.769,0.604,0.782,0.991,100.0,61.4,0.358,0.108,349.5,4117,
w-ao-mulenvos,Mulenvos,Angola,world,,-8.86695,13.3344,,882014,Africa,,,84.5,54.5,105.1,687.2,359,80.5,3.166,0.344,0.635,0.973,104.0,153.8,0.114,0.197,469.2,5011,
w-fr-marseille,Marseille,France,world,,43.29695,5.38107,,877215,Europe,,,67.5,74.1,209.1,741.5,422,76.3,3.536,0.043,0.304,0.962,357.0,138.6,0.303,0.137,469.2,6527,
w-za-soshanguve,Soshanguve,South Africa,world,,-25.47288,28.09919,,872309,Africa,,,76.5,129.4,230.3,747.1,427,145.9,3.417,0.146,0.394,0.764,385.0,66.6,0.119,0.082,347.3,2695,
w-br-teresina,Teresina,Brazil,world,,-5.08917,-42.80194,,871126,South America,,,63.5,48.4,129.9,678.3,350,101.8,3.179,0.335,0.562,0.988,96.0,119.7,0.476,0.04,470.7,4005,
w-nl-rotterdam,Rotterdam,The Netherlands,world,,51.9225,4.47917,,868135,Europe,,,71.5,74.1,237.0,750.7,432,88.6,3.545,0.035,0.338,0.973,128.0,134.4,0.337,0.097,485.7,8100,
w-br-duque-de-caxias,Duque de Caxias,Brazil,world,,-22.78556,-43.31167,,866347,South America,,,78.5,112.9,290.3,774.7,461,104.5,3.539,0.04,0.221,0.962,263.0,93.4,0.283,0.11,419.1,3499,
w-hn-tegucigalpa,Tegucigalpa,Honduras,world,,14.0818,-87.20681,,850848,North America,,,4.5,81.4,223.9,755.2,437,96.3,3.53,0.048,0.362,0.927,94.0,119.6,0.194,0.166,448.5,5841,
w-ga-libreville,Libreville,Gabon,world,,0.39241,9.45356,,846090,Africa,,,59.5,165.2,222.6,646.8,389,211.2,3.561,0.02,0.268,0.917,294.0,47.8,0.127,0.19,208.3,2130,
w-ru-saratov,Saratov,Russia,world,,51.54048,45.9901,,844858,Europe,,,20.5,98.1,145.6,703.6,387,226.3,3.476,0.096,0.397,0.974,102.0,46.1,0.28,0.202,242.9,2181,
w-br-nova-iguacu,Nova Iguacu,Brazil,world,,-22.75917,-43.45111,,843046,South America,,,67.5,120.6,273.3,753.5,444,108.1,3.509,0.067,0.156,0.974,217.0,88.4,0.2,0.146,356.8,3966,
w-bo-cochabamba,Cochabamba,Bolivia,world,,-17.38195,-66.15995,,841276,South America,,,3.5,61.2,201.9,728.2,403,73.9,3.397,0.162,0.416,0.988,nan,140.0,0.389,0.047,528.2,9027,
w-br-sao-bernardo-do-campo,Sao Bernardo do Campo,Brazil,world,,-23.69389,-46.565,,840499,South America,,,89.5,81.3,218.2,737.3,416,84.5,3.547,0.033,0.379,0.973,nan,114.0,0.238,0.072,435.4,6389,
w-za-pietermaritzburg,Pietermaritzburg,South Africa,world,,-29.61679,30.39278,,839327,Africa,,,46.5,89.3,154.2,710.6,390,246.5,3.44,0.126,0.439,0.939,167.0,37.9,0.206,0.142,204.0,2505,
w-ci-bouake,Bouake,Ivory Coast,world,,7.69385,-5.03031,,832371,Africa,,,89.5,108.6,231.7,745.0,427,87.4,3.47,0.1,0.352,0.975,61.0,79.2,0.249,0.077,332.2,2777,
w-es-valencia,Valencia,Spain,world,,39.47391,-0.37966,,824340,Europe,,,61.5,54.6,214.2,762.1,446,73.7,3.494,0.08,0.249,0.98,114.0,202.6,0.291,0.111,594.3,8925,
w-br-joao-pessoa,Joao Pessoa,Brazil,world,,-7.115,-34.86306,,817511,South America,,,89.5,63.7,127.1,735.5,417,76.6,3.494,0.08,0.368,0.976,70.0,101.6,0.299,0.086,378.8,3517,
w-cd-bukavu,Bukavu,Democratic Republic of the Congo,world,,-2.49077,28.84281,,816811,Africa,,,36.5,201.4,248.6,703.7,406,199.1,3.538,0.041,0.222,0.822,385.0,35.6,0.097,0.276,176.6,1484,norm_short
w-pl-krakow,Krakow,Poland,world,,50.06143,19.93658,,816614,Europe,,,13.5,151.9,267.2,756.8,442,157.1,3.555,0.026,0.262,0.972,357.0,65.1,0.213,0.198,297.6,6670,
w-ve-barcelona,Barcelona,Venezuela,world,,10.1384,-64.68769,,815141,South America,,,89.5,104.7,183.7,740.7,420,107.0,3.428,0.137,0.37,0.949,385.0,92.5,0.304,0.16,365.2,2116,
w-cf-bangui,Bangui,Central African Republic,world,,4.36122,18.55496,,812407,Africa,,,9.5,67.7,87.4,676.4,358,151.2,3.514,0.063,0.444,0.963,78.0,42.7,0.25,0.129,229.9,1311,
w-mx-hermosillo,Hermosillo,Mexico,world,,29.08874,-110.96677,,812229,North America,,,82.5,45.1,96.8,646.3,312,55.2,2.824,0.572,0.737,0.982,98.0,150.7,0.493,0.054,542.7,3997,
w-mx-culiacan,Culiacan,Mexico,world,,24.80209,-107.39421,,808416,North America,,,86.5,64.8,171.7,738.4,417,85.3,3.474,0.098,0.451,0.967,104.0,129.1,0.427,0.062,494.6,3793,
w-dz-oran,Oran,Algeria,world,,35.69906,-0.63588,,803329,Africa,,,63.5,70.6,149.6,719.4,406,96.1,3.546,0.034,0.292,0.956,nan,128.0,0.291,0.043,401.9,3179,
w-sl-freetown,Freetown,Sierra Leone,world,,8.48714,-13.2356,,802639,Africa,,,20.5,135.8,174.9,604.8,361,132.7,3.57,0.012,0.288,0.931,200.0,44.4,0.187,0.226,177.6,1768,norm_short
w-hn-san-pedro-sula,San Pedro Sula,Honduras,world,,15.50585,-88.02588,,801259,North America,,,6.5,61.4,131.4,664.4,329,90.9,3.164,0.346,0.746,0.985,109.0,113.5,0.514,0.069,468.1,2717,
w-cd-kolwezi,Kolwezi,Democratic Republic of the Congo,world,,-10.71484,25.46674,,790248,Africa,,,89.5,145.3,189.0,687.0,362,140.7,3.507,0.068,0.463,0.95,333.0,35.9,0.216,0.163,198.0,1596,norm_short
w-us-seattle,Seattle,United States,world,,47.60621,-122.33207,,780995,North America,,,0.5,28.1,81.3,581.1,251,28.7,2.932,0.505,0.649,0.993,100.0,91.0,0.43,0.053,390.9,5968,
w-eg-port-said,Port Said,Egypt,world,,31.26531,32.3019,,780515,Africa,,,33.5,34.5,69.2,519.5,266,85.6,3.251,0.28,0.524,0.974,68.0,110.7,0.297,0.028,285.9,2463,
w-co-cucuta,Cucuta,Colombia,world,,7.90745,-72.5049,,777106,South America,,,79.5,55.6,166.9,751.7,432,71.1,3.52,0.057,0.285,0.985,116.0,156.6,0.4,0.087,525.2,5655,
w-mz-nampula,Nampula,Mozambique,world,,-15.11646,39.2666,,770379,Africa,,,25.5,90.0,123.4,726.0,405,182.4,3.467,0.103,0.467,0.943,111.0,60.1,0.208,0.214,268.8,2390,
w-bi-bujumbura,Bujumbura,Burundi,world,,-3.38193,29.36142,,769317,Africa,,,0.5,119.9,156.6,674.9,373,122.0,3.413,0.149,0.431,0.954,278.0,51.8,0.343,0.098,251.4,1410,
w-ru-tyumen,Tyumen,Russia,world,,57.15222,65.52722,,768358,Europe,,,43.5,107.8,181.6,740.4,423,211.8,3.467,0.103,0.369,0.97,79.0,38.9,0.382,0.146,258.9,2192,
w-tz-dodoma,Dodoma,Tanzania,world,,-6.17221,35.73947,,765179,Africa,,,0.5,119.2,236.3,749.6,432,119.9,3.514,0.062,0.389,0.878,nan,90.4,0.13,0.1,346.5,3030,
w-br-sorocaba,Sorocaba,Brazil,world,,-23.50167,-47.45806,,762172,South America,,,64.5,100.9,306.3,777.6,465,106.9,3.56,0.021,0.236,0.978,76.0,137.4,0.334,0.065,472.0,6250,
w-ly-benghazi,Benghazi,Libya,world,,32.11486,20.06859,,757490,Africa,,,42.5,65.6,160.0,581.5,326,99.9,3.456,0.112,0.423,0.956,333.0,115.6,0.288,0.049,329.9,3126,
w-br-uberlandia,Uberlandia,Brazil,world,,-18.91861,-48.27722,,754954,South America,,,34.5,70.9,186.9,762.1,448,93.3,3.425,0.139,0.256,0.989,94.0,134.4,0.47,0.022,514.5,4072,
w-ca-winnipeg,Winnipeg,Canada,world,,49.8844,-97.14704,,749607,North America,,,2.5,49.7,115.6,709.0,387,123.7,3.108,0.386,0.39,0.99,81.0,68.2,0.481,0.065,352.3,3694,
w-mx-morelia,Morelia,Mexico,world,,19.70078,-101.18443,,743275,North America,,,1.5,56.2,187.6,702.7,371,61.0,3.378,0.179,0.573,0.994,102.0,153.9,0.405,0.105,551.0,6959,
w-lv-riga,Riga,Latvia,world,,56.946,24.10589,,742572,Europe,,,43.5,126.7,216.3,738.3,420,184.7,3.556,0.025,0.338,0.979,200.0,48.2,0.281,0.112,256.0,4347,
w-ng-oyo,Oyo,Nigeria,world,,7.85367,3.93235,,736072,Africa,,,32.5,160.7,284.8,768.4,453,199.7,3.543,0.037,0.307,0.959,385.0,62.6,0.067,0.17,292.5,2843,
w-mx-torreon,Torreon,Mexico,world,,25.54389,-103.41898,,735340,North America,,,0.5,26.7,45.6,696.7,371,43.8,3.212,0.309,0.415,0.994,106.0,137.8,0.503,0.067,501.8,5224,
w-ng-abeokuta,Abeokuta,Nigeria,world,,7.15571,3.34509,,735000,Africa,,,3.5,176.1,293.6,763.7,448,179.3,3.571,0.011,0.257,0.925,385.0,48.0,0.075,0.247,265.2,2563,
w-ng-akure,Akure,Nigeria,world,,7.25256,5.19312,,730000,Africa,,,4.5,148.2,306.6,770.1,455,154.9,3.543,0.036,0.304,0.926,nan,75.2,0.092,0.148,330.5,3053,
w-us-denver,Denver,United States,world,,39.73915,-104.9847,,729019,North America,,,0.5,37.1,72.4,590.9,265,20.7,2.848,0.557,0.647,0.991,109.0,70.4,0.651,0.053,391.8,5844,
w-br-osasco,Osasco,Brazil,world,,-23.5325,-46.79167,,728615,South America,,,23.5,84.4,224.5,752.0,434,103.4,3.547,0.033,0.307,0.955,116.0,113.9,0.193,0.063,445.1,5316,
w-ao-kikolo,Kikolo,Angola,world,,-8.7815,13.33384,,728205,Africa,,,72.5,100.5,189.5,693.9,382,129.4,3.406,0.155,0.482,0.953,278.0,76.5,0.097,0.158,275.0,2720,
w-br-sao-jose-dos-campos,Sao Jose dos Campos,Brazil,world,,-23.17944,-45.88694,,727078,South America,,,61.5,115.9,214.3,713.6,396,145.9,3.555,0.026,0.21,0.958,nan,67.4,0.227,0.088,259.0,2907,
w-za-evaton,Evaton,South Africa,world,,-26.53333,27.85,,725468,Africa,,,78.5,76.0,86.4,679.4,357,170.7,3.443,0.124,0.52,0.941,227.0,43.6,0.158,0.092,260.3,2708,
w-mx-san-luis-potosi,San Luis Potosi,Mexico,world,,22.15234,-100.97135,,722772,North America,,,35.5,81.9,369.3,797.3,489,58.9,3.423,0.141,0.094,0.983,312.0,185.0,0.344,0.131,609.4,7299,
w-mx-aguascalientes,Aguascalientes,Mexico,world,,21.88262,-102.2843,,722250,North America,,,73.5,54.4,168.5,743.1,421,66.5,3.433,0.132,0.421,0.989,114.0,169.4,0.338,0.097,571.1,6727,
w-ca-mississauga,Mississauga,Canada,world,,43.5789,-79.6583,,717961,North America,,,39.5,92.4,146.3,663.9,334,240.9,3.081,0.405,0.686,0.863,200.0,40.9,0.259,0.157,270.5,3957,
w-ua-lviv,Lviv,Ukraine,world,,49.83826,24.02324,,717273,Europe,,,9.5,182.3,269.8,764.7,449,187.0,3.551,0.029,0.237,0.952,278.0,53.3,0.167,0.141,251.8,3449,
w-ua-zaporizhzhya,Zaporizhzhya,Ukraine,world,,47.85167,35.11714,,710052,Europe,,,39.5,51.5,56.3,626.1,312,256.0,3.373,0.183,0.584,0.954,122.0,22.2,0.289,0.146,159.3,970,norm_short
w-tz-zanzibar,Zanzibar,Tanzania,world,,-6.16394,39.19793,,709809,Africa,,,19.5,72.6,130.9,540.6,301,65.1,3.392,0.167,0.24,0.904,357.0,100.0,0.214,0.124,244.9,2506,
w-mx-saltillo,Saltillo,Mexico,world,,25.42595,-100.97963,,709671,North America,,,23.5,61.1,154.2,702.8,376,96.0,3.316,0.229,0.529,0.99,111.0,135.8,0.368,0.084,499.5,5338,
w-ru-tolyatti,Tolyatti,Russia,world,,53.5303,49.3461,,702879,Europe,,,8.5,24.8,32.2,583.5,272,196.2,2.877,0.54,0.546,0.972,161.0,12.4,0.117,0.072,99.2,921,norm_short
w-do-santo-domingo-oeste,Santo Domingo Oeste,Dominican Republic,world,,18.5,-70.0,,701269,North America,,,89.5,109.0,279.3,772.9,459,110.9,3.568,0.014,0.29,0.923,nan,114.9,0.157,0.238,415.3,4920,
w-eg-suez,Suez,Egypt,world,,29.97371,32.52627,,699541,Africa,,,40.5,57.6,226.4,733.7,416,52.9,3.502,0.073,0.317,0.961,217.0,282.0,0.207,0.061,522.6,4977,
w-br-ribeirao-preto,Ribeirao Preto,Brazil,world,,-21.1775,-47.81028,,698642,South America,,,38.5,39.8,91.5,641.8,309,115.1,3.168,0.343,0.635,0.984,102.0,127.6,0.515,0.053,496.0,4874,
w-ma-agadir,Agadir,Morocco,world,,30.42018,-9.59815,,698310,Africa,,,29.5,65.2,144.9,658.5,356,97.5,3.537,0.042,0.316,0.917,385.0,111.8,0.122,0.124,287.5,3847,
w-ba-sarajevo,Sarajevo,Bosnia and Herzegovina,world,,43.84864,18.35644,,696731,Europe,,,75.5,125.2,224.9,741.0,423,151.6,3.546,0.034,0.352,0.901,312.0,65.2,0.116,0.33,293.3,3434,
w-ng-bauchi,Bauchi,Nigeria,world,,10.31032,9.84388,,693700,Africa,,,0.5,147.3,274.8,762.4,446,146.8,3.535,0.043,0.312,0.93,172.0,70.4,0.112,0.171,305.4,2910,
